customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment
9168-INPSZ,Female,1,1,0,44,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,104.15,4495.65,0,2.3670454545454547,43.16514642342774,4582.6,0,0,1,1,1,1,4,1,1,1,1,Established (2-4yr),3,1,0
3571-RFHAR,Male,0,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,109.15,6941.2,1,1.6792307692307693,63.593220338983045,7094.75,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),3,1,0
0015-UOCOJ,Female,1,0,0,7,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,48.2,340.35,0,6.885714285714286,7.0612033195020745,337.40000000000003,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0
5334-AFQJB,Male,1,0,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.1,1789.9,0,0.34861111111111115,71.31075697211155,1807.2,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
2754-SDJRD,Female,1,0,0,8,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.15,908.55,0,12.51875,9.071892161757363,801.2,0,0,0,1,1,1,3,1,1,1,1,New (0-12m),3,0,1
9578-VRMNM,Female,0,0,0,16,1,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),65.2,1043.35,1,4.075,16.00230061349693,1043.2,0,0,1,0,0,1,2,0,1,1,1,Developing (1-2yr),3,0,1
1587-FKLZB,Male,1,1,1,66,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.5,6822.15,1,1.5075757575757576,68.5643216080402,6567.0,0,0,1,0,1,1,3,1,1,1,1,Loyal (4-6yr),3,0,1
6140-QNRQQ,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,71.55,71.55,1,71.55,1.0,71.55,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
8963-JLGJT,Male,0,0,1,3,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Mailed check,55.9,157.55,0,18.633333333333333,2.8184257602862255,167.7,1,0,1,0,0,0,2,0,1,1,1,New (0-12m),3,0,0
4307-KTUMW,Male,0,1,0,53,1,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,93.9,5029.2,1,1.7716981132075473,53.5591054313099,4976.700000000001,1,0,1,0,0,1,3,1,1,1,1,Loyal (4-6yr),3,1,0
1465-LNTLJ,Male,1,1,0,8,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),64.4,581.7,0,8.05,9.032608695652174,515.2,0,0,1,1,0,1,3,1,1,1,1,New (0-12m),3,0,1
5440-FLBQG,Male,1,1,0,69,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),108.4,7318.2,1,1.5710144927536234,67.5110701107011,7479.6,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
2135-DQWAQ,Female,0,0,0,5,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,85.3,420.45,0,17.06,4.929073856975381,426.5,0,1,0,0,1,0,2,0,1,1,1,New (0-12m),3,0,0
4056-QHXHZ,Female,0,1,1,72,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,107.45,7576.7,0,1.4923611111111112,70.51372731503024,7736.400000000001,1,0,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,0
7470-MCQTK,Female,0,1,0,13,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),48.75,633.4,1,3.75,12.992820512820513,633.75,0,0,1,0,1,1,3,1,0,1,0,Developing (1-2yr),3,0,1
7488-MXJIV,Female,0,0,0,4,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.65,321.65,1,21.4125,3.7553998832457673,342.6,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0
7401-JIXNM,Female,0,1,1,54,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),91.3,4965.0,0,1.6907407407407407,54.38116100766703,4930.2,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
9339-FIIJL,Male,0,1,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),85.95,6151.9,0,1.19375,71.57533449680047,6188.400000000001,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),1,0,1
2027-FECZV,Male,0,0,0,12,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.7,1253.9,1,8.891666666666667,11.751640112464855,1280.4,0,1,1,0,1,1,4,1,1,1,1,New (0-12m),3,1,0
2672-DZUOY,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.15,25.15,1,25.15,1.0,25.15,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,1,0
4706-DGAHW,Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.2,45.2,0,45.2,1.0,45.2,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
3870-MQAMG,Female,0,1,0,54,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,110.35,5893.15,1,2.0435185185185185,53.404168554599,5958.9,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),2,1,0
6670-MFRPK,Male,0,1,1,69,1,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,1,Credit card (automatic),79.2,5420.65,0,1.1478260869565218,68.44255050505049,5464.8,0,0,1,0,0,0,1,0,1,1,1,Loyal (4-6yr),1,0,1
6177-PEVRA,Female,0,0,0,48,1,No,DSL,Yes,Yes,No,No,No,No,Two year,0,Credit card (automatic),55.5,2627.35,0,1.15625,47.339639639639636,2664.0,1,1,0,0,0,0,2,0,1,1,1,Established (2-4yr),1,0,1
4800-CZMPC,Female,0,1,1,48,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),103.25,5037.55,1,2.1510416666666665,48.78983050847458,4956.0,1,1,0,0,1,1,4,1,1,1,1,Established (2-4yr),2,0,1
4813-HQMGZ,Female,0,1,0,8,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,90.25,743.75,0,11.28125,8.240997229916898,722.0,0,0,0,1,0,1,2,0,1,1,1,New (0-12m),3,1,0
7579-KKLOE,Male,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,91.25,6589.6,0,1.2852112676056338,72.21479452054795,6478.75,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,0
7377-DMMRI,Male,0,0,0,2,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,47.8,92.45,1,23.9,1.934100418410042,95.6,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),3,1,0
8402-EIVQS,Male,0,1,0,67,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),100.9,6733.15,0,1.5059701492537314,66.73092170465807,6760.3,1,1,0,0,1,1,4,1,1,1,1,Loyal (4-6yr),2,0,1
4947-DSMXK,Male,0,1,1,34,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),97.7,3410.0,0,2.873529411764706,34.90276356192426,3321.8,0,1,0,0,1,1,3,1,1,1,1,Established (2-4yr),3,0,1
7245-NIIWQ,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.85,199.85,0,23.28333333333333,2.8611309949892627,209.54999999999998,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
0002-ORFBO,Female,0,1,1,9,1,No,DSL,No,Yes,No,Yes,Yes,No,One year,1,Mailed check,65.6,593.3,0,7.288888888888888,9.044207317073171,590.4,0,1,0,1,1,0,3,1,1,1,1,New (0-12m),2,0,0
3324-OIRTO,Male,0,1,1,71,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),104.65,7288.4,0,1.4739436619718311,69.64548494983276,7430.150000000001,1,1,1,0,1,1,5,1,1,1,1,Loyal (4-6yr),2,0,1
5414-OFQCB,Male,0,0,0,57,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),90.45,5229.8,0,1.586842105263158,57.81978993919292,5155.650000000001,0,0,0,1,1,0,2,0,1,1,1,Loyal (4-6yr),1,0,1
4967-WPNCF,Male,0,0,0,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),63.7,4464.8,0,0.8847222222222223,70.09105180533751,4586.400000000001,1,1,1,1,1,1,6,1,0,1,0,Loyal (4-6yr),1,0,1
8552-OBVRU,Female,1,1,1,48,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.5,5068.05,0,2.1770833333333335,48.498086124401915,5016.0,1,0,1,1,1,1,5,1,1,1,1,Established (2-4yr),3,1,0
8499-BRXTD,Male,0,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,401.85,0,1.1166666666666667,19.992537313432834,361.8,0,0,0,0,0,0,0,0,1,0,0,Developing (1-2yr),2,0,0
9154-QDGTH,Male,0,1,1,43,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),104.3,4451.85,0,2.425581395348837,42.68312559923299,4484.9,0,0,1,1,1,1,4,1,1,1,1,Established (2-4yr),2,0,1
8197-BFWVU,Female,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),93.25,6688.95,0,1.2951388888888888,71.7313672922252,6714.0,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
2577-GVSIL,Male,0,1,1,35,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),73.45,2661.1,0,2.0985714285714288,36.23008849557522,2570.75,0,0,0,1,1,1,3,1,1,1,1,Established (2-4yr),2,0,1
9367-OIUXP,Male,0,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,73.05,0,5.175,3.528985507246377,82.8,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
6770-UAYGJ,Female,0,1,1,49,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.25,1211.65,0,0.5153061224489796,47.98613861386139,1237.25,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,0
6463-HHXJR,Female,0,1,1,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),100.5,7030.65,0,1.4154929577464788,69.95671641791044,7135.5,1,1,1,0,1,0,4,1,1,1,1,Loyal (4-6yr),1,0,1
7928-VJYAB,Male,0,1,1,11,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,90.6,1020.2,0,8.236363636363636,11.260485651214129,996.5999999999999,0,0,0,0,1,1,2,0,1,1,1,New (0-12m),3,1,0
1187-WILMM,Male,0,1,1,63,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),89.4,5597.65,0,1.4190476190476191,62.613534675615206,5632.200000000001,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
9776-OJUZI,Female,1,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),95.45,6223.3,0,1.4684615384615385,65.19958093242535,6204.25,0,1,1,0,1,0,3,1,1,1,1,Loyal (4-6yr),3,0,1
1306-RPWXZ,Female,0,0,1,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.45,1024.65,0,0.4173469387755102,50.105134474327635,1002.05,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
8949-JTMAY,Female,0,0,0,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),98.6,2933.2,1,3.4,29.748478701825558,2859.3999999999996,0,0,1,0,1,1,3,1,1,1,1,Established (2-4yr),3,0,1
2774-LVQUS,Female,1,1,0,15,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,83.05,1258.3,1,5.536666666666666,15.151113786875376,1245.75,0,0,1,1,0,0,2,0,1,1,1,Developing (1-2yr),3,1,0
3097-PYWXL,Female,0,1,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.95,82.9,0,4.9875,4.155388471177945,79.8,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,1,0
2266-SJNAT,Female,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),109.15,7789.6,0,1.5159722222222223,71.36601007787448,7858.8,0,1,1,1,1,1,5,1,1,1,1,Loyal (4-6yr),2,0,1
0869-PAPRP,Female,1,1,0,26,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),85.7,2067.0,0,3.2961538461538464,24.11901983663944,2228.2000000000003,0,0,1,0,1,0,2,0,1,1,1,Established (2-4yr),3,0,1
4238-JSSWH,Female,1,1,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),102.05,3452.55,0,2.9157142857142855,33.831945124938755,3571.75,0,0,1,0,1,1,3,1,1,1,1,Established (2-4yr),3,0,1
2972-YDYUW,Female,0,0,0,57,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,0,Electronic check,94.7,5468.95,0,1.6614035087719299,57.750263991552266,5397.900000000001,0,1,0,1,0,1,3,1,1,1,1,Loyal (4-6yr),2,1,0
1104-FEJAM,Male,0,1,1,28,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,64.4,1802.15,0,2.3000000000000003,27.98369565217391,1803.2000000000003,0,1,0,0,0,1,2,0,1,1,1,Established (2-4yr),3,1,0
2809-ILCYT,Female,0,1,0,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,26.8,733.55,0,1.072,27.371268656716417,670.0,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,0
5499-ECUTN,Female,0,1,0,47,1,No,DSL,Yes,No,Yes,No,Yes,No,One year,1,Credit card (automatic),66.05,3021.45,0,1.40531914893617,45.744890234670706,3104.35,1,0,1,0,1,0,3,1,1,1,1,Established (2-4yr),2,0,1
4981-FLTMF,Female,0,1,1,57,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),65.2,3687.85,0,1.143859649122807,56.562116564417174,3716.4,1,1,0,1,0,0,3,1,1,1,1,Loyal (4-6yr),3,0,1
9121-PHQSR,Male,1,1,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.05,1391.15,0,5.315625,16.35684891240447,1360.8,0,0,0,0,1,0,1,0,1,1,1,Developing (1-2yr),3,0,1
3113-IWHLC,Male,0,0,0,5,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,55.8,274.35,0,11.16,4.916666666666667,279.0,1,0,1,0,0,0,2,0,1,1,1,New (0-12m),3,0,0
3211-ILJTT,Male,0,1,0,17,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),70.4,1214.05,1,4.141176470588236,17.245028409090907,1196.8000000000002,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),3,0,1
4612-THJBS,Female,1,0,0,56,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),104.75,5510.65,1,1.8705357142857142,52.607637231503574,5866.0,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),2,0,1
4277-BWBML,Male,0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.95,1322.85,0,0.27708333333333335,66.30827067669173,1436.3999999999999,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
4094-NSEDU,Female,1,0,0,21,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.25,1973.75,1,4.488095238095238,20.94164456233422,1979.25,0,0,0,0,1,1,2,0,1,1,1,Developing (1-2yr),3,1,0
0234-TEVTT,Female,0,1,1,48,0,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,0,Credit card (automatic),45.0,2196.3,0,0.9375,48.80666666666667,2160.0,1,0,1,0,0,1,3,1,0,1,0,Established (2-4yr),2,0,1
4304-TSPVK,Female,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),114.9,7843.55,0,1.6897058823529412,68.26414273281114,7813.200000000001,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
1552-AAGRX,Female,0,0,0,30,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),106.4,3211.9,0,3.546666666666667,30.18703007518797,3192.0,1,0,0,1,1,1,4,1,1,1,1,Established (2-4yr),3,0,1
2637-FKFSY,Female,0,1,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.1,130.15,0,15.366666666666667,2.8232104121475055,138.3,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
9796-MVYXX,Female,1,0,0,14,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,39.7,692.35,0,2.835714285714286,17.43954659949622,555.8000000000001,1,0,1,1,0,0,3,1,0,1,0,Developing (1-2yr),1,0,0
7874-ECPQJ,Female,0,0,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.05,85.5,0,5.0125,4.2643391521197005,80.2,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
0020-INWCK,Female,0,1,1,71,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),95.75,6849.4,0,1.3485915492957747,71.53420365535247,6798.25,0,1,1,0,0,1,3,1,1,1,1,Loyal (4-6yr),1,0,1
7089-RKVSZ,Male,0,1,1,8,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.4,203.95,0,3.05,8.35860655737705,195.2,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),2,0,0
2683-JXWQQ,Male,0,1,1,61,0,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),33.6,2117.2,0,0.5508196721311476,63.01190476190475,2049.6,1,0,1,0,0,0,2,0,0,1,0,Loyal (4-6yr),3,0,1
9548-ZMVTX,Male,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),90.45,6565.85,0,1.25625,72.5909342177999,6512.400000000001,0,1,1,1,0,0,3,1,1,1,1,Loyal (4-6yr),1,0,1
8739-XNIKG,Female,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.0,424.75,0,16.8,5.056547619047619,420.0,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0
9755-JHNMN,Female,0,0,0,49,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),67.4,3306.85,0,1.3755102040816327,49.06305637982195,3302.6000000000004,1,1,1,1,0,0,4,1,1,1,1,Loyal (4-6yr),1,0,1
3981-QSVQI,Male,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.7,168.9,0,2.4625,8.573604060913706,157.6,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,1
2789-HQBOU,Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.35,253.8,0,26.78333333333333,3.1586807716241445,241.04999999999998,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,1,0
9424-CMPOG,Male,0,1,1,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,197.4,0,2.177777777777778,10.071428571428571,176.4,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),1,0,0
5067-WJEUN,Male,0,1,1,67,1,No,DSL,Yes,Yes,No,No,No,No,Two year,1,Bank transfer (automatic),54.2,3838.2,0,0.808955223880597,70.81549815498154,3631.4,1,1,0,0,0,0,2,0,1,1,1,Loyal (4-6yr),1,0,1
3450-WXOAT,Male,0,0,0,46,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),45.2,2065.15,0,0.982608695652174,45.6891592920354,2079.2000000000003,0,0,0,0,0,0,0,0,1,1,1,Established (2-4yr),3,0,1
9251-WNSOD,Female,0,1,0,67,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,0,Mailed check,75.1,5064.45,0,1.1208955223880597,67.43608521970707,5031.7,1,1,1,0,0,1,4,1,1,1,1,Loyal (4-6yr),2,0,0
6974-DAFLI,Female,0,1,0,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.7,1140.05,0,0.35818181818181816,57.870558375634516,1083.5,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),2,1,0
2616-UUTFK,Male,0,1,0,33,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),72.75,2447.45,0,2.2045454545454546,33.64192439862543,2400.75,1,1,1,0,1,0,4,1,1,1,1,Established (2-4yr),3,0,1
7064-JHXCE,Male,0,1,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,1263.9,0,0.3233870967741936,63.03740648379053,1243.1000000000001,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1
5103-MHMHY,Female,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.95,45.95,1,45.95,1.0,45.95,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,0,0
7989-AWGEH,Male,0,1,1,49,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,39.2,1838.15,0,0.8,46.89158163265306,1920.8000000000002,1,0,0,0,0,1,2,0,0,1,0,Loyal (4-6yr),3,1,0
4373-VVHQL,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.75,44.75,0,44.75,1.0,44.75,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
4559-UWIHT,Male,0,1,0,14,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,82.65,1185.0,0,5.903571428571429,14.337568058076224,1157.1000000000001,0,1,1,0,0,0,2,0,1,1,1,Developing (1-2yr),3,1,0
7268-IGMFD,Male,1,0,0,18,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),93.9,1743.9,0,5.216666666666667,18.57188498402556,1690.2,0,0,1,1,1,0,3,1,1,1,1,Developing (1-2yr),3,0,1
1846-XWOQN,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,70.15,1,70.15,1.0,70.15,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0
0235-KGSLC,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),85.55,85.55,1,85.55,1.0,85.55,0,0,1,0,1,0,2,0,1,1,1,New (0-12m),3,0,1
6650-BWFRT,Female,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),117.15,8529.5,0,1.6270833333333334,72.80836534357661,8434.800000000001,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
9570-KYEUA,Male,0,0,0,64,1,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),99.25,6549.45,0,1.55078125,65.98942065491184,6352.0,1,0,1,1,0,1,4,1,1,1,1,Loyal (4-6yr),1,0,1
6993-YGFJV,Male,0,1,0,69,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),112.55,7806.5,0,1.631159420289855,69.36028431808086,7765.95,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
2712-SYWAY,Female,0,0,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.7,25.7,0,25.7,1.0,25.7,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,1,0
0730-BGQGF,Male,0,1,1,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),90.3,6287.3,0,1.2718309859154928,69.62679955703211,6411.3,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
5498-IBWPI,Female,0,1,1,66,1,No,DSL,No,No,No,Yes,No,No,One year,1,Credit card (automatic),49.4,3251.85,0,0.7484848484848484,65.82692307692308,3260.4,0,0,0,1,0,0,1,0,1,1,1,Loyal (4-6yr),2,0,1
9101-NTIXF,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,50.6,0,9.7,2.6082474226804124,38.8,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0
0013-SMEOE,Female,1,1,0,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.7,7904.25,0,1.5450704225352112,72.05332725615314,7788.7,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1
9314-QDMDW,Male,0,0,0,11,1,No,DSL,No,Yes,No,No,Yes,No,One year,1,Electronic check,61.25,729.95,0,5.568181818181818,11.917551020408164,673.75,0,1,0,0,1,0,2,0,1,1,1,New (0-12m),2,1,0
9308-ANMVE,Male,0,0,1,47,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,55.3,2654.05,0,1.176595744680851,47.993670886075954,2599.1,1,1,0,0,0,0,2,0,1,1,1,Established (2-4yr),3,1,0
