customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,effective_tenure_paid,revenue_potential,onlinesecurity_flag,onlinebackup_flag,deviceprotection_flag,techsupport_flag,streamingtv_flag,streamingmovies_flag,service_count,has_premium_services,has_phone,has_internet,has_bundle,loyalty_segment,contract_risk,is_electronic_check,is_auto_payment,historical_ltv,churn_probability,expected_remaining_months,predictive_ltv,total_ltv,ltv_segment
6745-JEFZB,Male,0,1,0,35,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),91.5,3236.35,0,2.6142857142857143,35.369945355191255,3202.5,0,0,0,1,1,0,2,0,1,1,1,Established (2-4yr),3,0,1,3236.35,0.5229712129251506,1.9121511381222496,172.8616855829049,3409.211685582905,High Value
5020-ZSTTY,Female,1,0,0,54,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),82.45,4350.1,1,1.526851851851852,52.760460885385086,4452.3,1,1,0,1,1,1,5,1,1,1,1,Loyal (4-6yr),2,0,1,4350.1,0.2447000502550427,4.086635858708379,329.9208284733052,4680.020828473305,High Value
9880-TDQAC,Female,0,1,1,72,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,60.0,4264.0,0,0.8333333333333334,71.06666666666666,4320.0,0,1,1,1,1,1,5,1,0,1,0,Loyal (4-6yr),1,1,0,4264.0,0.21531381718497397,4.644383779332238,272.22841529436454,4536.228415294365,High Value
8705-WZCYL,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.8,44.8,0,44.8,1.0,44.8,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,44.8,0.6930769301079502,1.4428412728212507,63.98759205299737,108.78759205299737,Low Value
7102-JJVTX,Female,0,1,1,9,1,No,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,48.6,422.3,0,5.4,8.689300411522634,437.4,1,0,0,0,0,0,1,0,1,1,1,New (0-12m),2,0,0,422.3,0.2410136015963491,4.1491434233442375,197.39486389270164,619.6948638927016,Low Value
8626-PTQGE,Male,0,0,0,69,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.05,4176.7,0,0.8702898550724637,69.55370524562865,4143.45,1,1,0,1,1,1,5,1,0,1,0,Loyal (4-6yr),1,0,1,4176.7,0.03467293817293818,28.84093626598072,1533.8469671855062,5710.546967185506,High Value
4983-CLMLV,Female,0,1,0,52,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),102.7,5138.1,0,1.975,50.03018500486855,5340.400000000001,0,1,0,1,1,1,4,1,1,1,1,Loyal (4-6yr),3,0,1,5138.1,0.5276368068384958,1.8952430668963731,192.31855289969545,5330.418552899696,High Value
5701-YVSVF,Female,1,1,0,11,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,82.9,880.05,0,7.536363636363637,10.61580217129071,911.9,0,0,0,1,1,0,2,0,1,1,1,New (0-12m),3,1,0,880.05,0.6887297449528209,1.4519483256360615,119.14848061699999,999.198480617,Medium Value
5804-LEPIM,Female,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.35,139.05,1,35.175,1.9765458422174844,140.7,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,139.05,0.815213846925737,1.2266719999557323,85.50284816610122,224.55284816610123,Low Value
5697-GOMBF,Female,1,1,1,28,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,35.9,973.65,0,1.282142857142857,27.121169916434543,1005.2,0,0,0,0,1,0,1,0,0,1,0,Established (2-4yr),3,1,0,973.65,0.45285205012294866,2.2082267259881045,78.22787213925308,1051.877872139253,Medium Value
2739-CACDQ,Female,1,0,0,17,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),82.65,1470.05,0,4.861764705882353,17.786448880822746,1405.0500000000002,0,0,1,0,0,0,1,0,1,1,1,Developing (1-2yr),3,0,1,1470.05,0.43276993983276263,2.3106965340209045,188.3757948384083,1658.4257948384084,Medium Value
9385-EHGDO,Female,0,1,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.85,739.35,0,0.5671428571428572,37.24685138539043,694.75,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,0,739.35,0.10961862219154192,9.12253757625827,173.67495405371284,913.0249540537129,Medium Value
9498-FIMXL,Female,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.2,161.95,0,2.4,8.434895833333334,153.6,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),2,0,0,161.95,0.29766097313360296,3.3595267443782673,63.34845286058325,225.29845286058324,Low Value
2379-GYFLQ,Male,0,0,0,46,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),94.9,4422.95,0,2.063043478260869,46.60642781875658,4365.400000000001,0,1,1,0,1,0,3,1,1,1,1,Established (2-4yr),2,0,1,4422.95,0.2317377186250064,4.315223287488133,400.60197187454753,4823.551971874547,High Value
0122-OAHPZ,Female,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.85,511.25,1,10.55,6.922816519972919,516.9499999999999,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,511.25,0.8109466257976702,1.233126778246807,90.22661078520362,601.4766107852037,Low Value
2868-SNELZ,Female,0,0,0,2,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,80.6,155.8,1,40.3,1.9330024813895783,161.2,0,0,1,0,0,0,1,0,1,1,1,New (0-12m),3,0,0,155.8,0.8967847009840954,1.1150948481866834,89.09136689470807,244.89136689470809,Low Value
4322-RCYMT,Male,0,1,1,68,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),75.8,5293.95,1,1.1147058823529412,69.8410290237467,5154.4,0,1,1,1,0,1,4,1,1,1,1,Loyal (4-6yr),2,0,1,5293.95,0.2326863068860815,4.297631491008105,318.69370786326414,5612.643707863264,High Value
6680-NENYN,Female,0,0,0,43,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,104.6,4759.85,1,2.4325581395348834,45.50525812619504,4497.8,0,1,1,0,1,1,4,1,1,1,1,Established (2-4yr),1,1,0,4759.85,0.5241865800894793,1.9077176676848515,197.15563199041475,4957.005631990415,High Value
2088-IEBAU,Female,0,0,0,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,88.15,6148.45,0,1.2963235294117648,69.74985819625637,5994.200000000001,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,1,0,6148.45,0.12202959108093614,8.19473368010182,695.4567390147043,6843.906739014704,High Value
7982-VCELR,Female,0,0,0,36,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.8,3565.65,0,2.6333333333333333,37.6123417721519,3412.8,0,1,0,0,1,1,3,1,1,1,1,Established (2-4yr),3,0,1,3565.65,0.4827585504605592,2.0714288727687666,193.88649433389682,3759.536494333897,High Value
1343-EHPYB,Male,0,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.4,6603.0,1,1.6412698412698414,63.858800773694384,6514.200000000001,0,1,1,0,1,1,4,1,1,1,1,Loyal (4-6yr),3,1,0,6603.0,0.5256792573782636,1.9023006633119421,194.3447600272595,6797.344760027259,High Value
6035-BXTTY,Female,1,0,0,32,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),54.65,1830.1,0,1.7078125,33.48764867337603,1748.8,0,1,0,1,0,0,2,0,1,1,1,Established (2-4yr),3,0,1,1830.1,0.23127201567259117,4.323912675261529,231.15064674806695,2061.250646748067,Medium Value
6885-PKOAM,Female,0,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),85.75,6223.8,0,1.2077464788732395,72.58075801749271,6088.25,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1,6223.8,0.033011079198579193,30.292859981476774,2287.3072550285124,8511.107255028513,High Value
7520-HQWJU,Female,0,1,1,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),67.45,4508.65,0,1.021969696969697,66.84432913269087,4451.7,1,1,1,0,0,0,3,1,1,1,1,Loyal (4-6yr),3,0,1,4508.65,0.1597256118346382,6.2607367003564,409.7988133692641,4918.448813369264,High Value
9639-BUJXT,Male,0,0,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.5,1328.15,0,0.3253968253968254,64.78780487804879,1291.5,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),2,0,0,1328.15,0.13101794282551688,7.632542371175449,150.98647970622483,1479.136479706225,Medium Value
5924-SNGKP,Female,0,0,1,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.25,865.0,0,0.4939024390243902,42.71604938271605,830.25,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,1,865.0,0.16602595626770664,6.023154586669337,118.47776171635799,983.477761716358,Medium Value
0021-IKXGC,Female,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,72.1,72.1,0,72.1,1.0,72.1,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,72.1,0.9059782672252088,1.1037792364079073,78.89084649495925,150.99084649495924,Low Value
2034-GDRCN,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.4,168.2,1,45.2,1.8606194690265483,180.8,0,0,0,0,1,1,2,0,1,1,1,New (0-12m),3,1,0,168.2,0.9012115997399442,1.1096173199374735,99.4352303536209,267.6352303536209,Low Value
8966-SNIZF,Female,0,1,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.45,1303.5,0,0.2778571428571428,67.01799485861183,1361.5,0,0,0,0,0,0,0,0,1,0,0,Loyal (4-6yr),1,0,1,1303.5,0.0927255013803401,10.784519739593692,199.81480725453866,1503.3148072545387,Medium Value
6243-OZGFH,Female,0,0,0,23,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.95,996.85,0,1.954347826086957,22.17686318131257,1033.85,0,0,0,0,1,1,2,0,0,1,0,Developing (1-2yr),3,1,0,996.85,0.46646260841875575,2.143794554915908,95.11566043227083,1091.9656604322709,Medium Value
4654-DLAMQ,Female,1,1,0,64,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,0,Bank transfer (automatic),97.0,6430.9,0,1.515625,66.29793814432989,6208.0,1,1,1,0,0,1,4,1,1,1,1,Loyal (4-6yr),2,0,1,6430.9,0.21389660923362494,4.675155925018741,442.9623794102891,6873.862379410289,High Value
0513-RBGPE,Male,0,1,1,37,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),62.8,2278.75,0,1.6972972972972973,36.285828025477706,2323.6,1,0,1,1,0,0,3,1,1,1,1,Established (2-4yr),1,0,1,2278.75,0.08779548923298926,11.39010681227856,679.7044622869587,2958.454462286959,Medium Value
5160-UXJED,Male,0,0,1,17,1,No,DSL,No,No,No,No,No,No,One year,0,Mailed check,44.6,681.4,0,2.623529411764706,15.278026905829597,758.2,0,0,0,0,0,0,0,0,1,1,1,Developing (1-2yr),2,0,0,681.4,0.21632268869761828,4.622723608053093,201.43070576659173,882.8307057665917,Medium Value
4115-NZRKS,Female,1,0,0,7,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.15,574.35,0,12.735714285714286,6.442512619181155,624.0500000000001,0,0,0,0,1,1,2,0,1,1,1,New (0-12m),3,1,0,574.35,0.8379269941342886,1.1934213923173087,105.42971025865293,679.7797102586529,Low Value
0219-YTZUE,Male,0,1,1,4,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),84.8,371.9,1,21.2,4.38561320754717,339.2,0,1,1,0,0,0,2,0,1,1,1,New (0-12m),3,0,1,371.9,0.9273904415943574,1.0782944864956914,90.65426139472501,462.554261394725,Low Value
0623-IIHUG,Female,1,0,0,21,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,41.9,840.1,1,1.9952380952380957,20.050119331742245,879.9,1,0,0,0,1,0,2,0,0,1,0,Developing (1-2yr),3,1,0,840.1,0.6862824895446973,1.4571259142331219,60.4344551647522,900.5344551647522,Medium Value
4572-DVCGN,Female,0,0,0,10,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),80.25,846.0,1,8.025,10.542056074766355,802.5,0,0,0,0,0,1,1,0,1,1,1,New (0-12m),3,0,1,846.0,0.8250395320417663,1.2120631329328553,96.37948294232186,942.3794829423218,Medium Value
3351-NGXYI,Female,1,0,0,16,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,54.1,889.0,0,3.38125,16.43253234750462,865.6,1,0,0,0,0,0,1,0,1,1,1,Developing (1-2yr),3,1,0,889.0,0.6240343816459488,1.6024758080835335,85.76318041622096,974.763180416221,Medium Value
8984-EYLLL,Male,0,1,0,64,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,105.25,6823.4,0,1.64453125,64.83040380047505,6736.0,0,1,0,1,1,1,4,1,1,1,1,Loyal (4-6yr),1,1,0,6823.4,0.2134696482819766,4.684506711132435,481.5797727712651,7304.979772771265,High Value
9057-MSWCO,Male,1,1,0,27,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),30.75,805.1,1,1.1388888888888888,26.182113821138213,830.25,1,0,0,0,0,0,1,0,0,1,0,Established (2-4yr),3,0,1,805.1,0.5988761675981057,1.6697942815301356,50.780758424241974,855.880758424242,Medium Value
9833-TGFHX,Male,0,1,1,42,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,0,Electronic check,97.1,4016.75,0,2.3119047619047617,41.3671472708548,4078.2,1,0,0,0,1,1,3,1,1,1,1,Established (2-4yr),2,1,0,4016.75,0.4167649399915373,2.3994340791245676,229.72485709665253,4246.474857096652,High Value
9294-TDIPC,Male,0,0,1,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,83.75,0,4.04,4.146039603960396,101.0,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,83.75,0.423314221452745,2.3623113737312296,47.05817980605404,130.80817980605406,Low Value
5229-DTFYB,Female,0,0,0,41,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),98.8,3959.15,0,2.4097560975609755,40.07236842105264,4050.8,0,1,0,1,1,1,4,1,1,1,1,Established (2-4yr),1,0,1,3959.15,0.15878414735342652,6.297857920124545,603.7356098645879,4562.885609864588,High Value
0104-PPXDV,Male,0,1,0,58,1,No,DSL,No,No,Yes,No,No,No,One year,0,Credit card (automatic),50.3,2878.55,0,0.8672413793103447,57.22763419483102,2917.4,0,0,1,0,0,0,1,0,1,1,1,Loyal (4-6yr),2,0,1,2878.55,0.08395823663406782,11.910683693352237,568.0863571668626,3446.6363571668626,High Value
5176-LMJXE,Female,0,0,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.55,945.7,0,0.4372340425531915,46.01946472019465,965.85,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),1,0,0,945.7,0.09547230574109826,10.474241637274368,205.30172056994715,1151.001720569947,Medium Value
3583-KRKMD,Male,0,0,0,18,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),75.9,1373.05,0,4.216666666666667,18.09025032938076,1366.2,0,0,0,1,0,0,1,0,1,1,1,Developing (1-2yr),3,0,1,1373.05,0.3750714536642299,2.6661586485203865,199.3098356786985,1572.3598356786983,Medium Value
1010-DIAUQ,Male,0,0,0,5,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),96.5,492.55,1,19.3,5.104145077720207,482.5,0,0,1,0,1,1,3,1,1,1,1,New (0-12m),3,0,1,492.55,0.8681889776776847,1.1518229621791516,110.1629948481751,602.7129948481751,Low Value
9069-LGEUL,Male,0,1,0,23,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),59.95,1406.0,0,2.606521739130435,23.452877397831525,1378.85,1,0,0,0,0,1,2,0,1,1,1,Developing (1-2yr),3,0,1,1406.0,0.32663070528109983,3.0615615244727086,180.47765004964094,1586.477650049641,Medium Value
7302-ZHMHP,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.15,19.15,0,19.15,1.0,19.15,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,19.15,0.5999479989426405,1.6668111265683336,31.568331317915177,50.71833131791517,Low Value
9571-EDEBV,Male,0,1,0,71,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),98.65,6962.85,0,1.38943661971831,70.58134820070958,7004.150000000001,0,0,1,0,1,1,3,1,1,1,1,Loyal (4-6yr),2,0,1,6962.85,0.16989238420564476,5.886079029826074,564.3596643002622,7527.209664300262,High Value
3520-FJGCV,Male,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),112.6,8126.65,0,1.5638888888888889,72.17273534635879,8107.2,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,0,1,8126.65,0.0756441675986029,13.219789862800598,1403.9593288819367,9530.609328881936,High Value
6563-VRERX,Male,0,1,1,33,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.6,690.25,0,0.6242424242424243,33.50728155339806,679.8000000000001,0,0,0,0,0,0,0,0,1,0,0,Established (2-4yr),2,0,0,690.25,0.18254322252788543,5.478154631828302,109.86607849821424,800.1160784982143,Medium Value
0259-GBZSH,Male,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.65,181.5,1,42.825,2.1190893169877407,171.3,0,0,0,0,1,0,1,0,1,1,1,New (0-12m),3,1,0,181.5,0.9183183416623356,1.0889469965173566,92.46341468970091,273.9634146897009,Low Value
6122-EFVKN,Male,0,0,1,24,0,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,0,Mailed check,35.75,830.8,0,1.4895833333333333,23.23916083916084,858.0,1,0,0,1,0,0,2,0,0,1,0,Developing (1-2yr),1,0,0,830.8,0.0870054935349053,11.493527125374158,390.2820980695975,1221.0820980695976,Medium Value
2805-EDJPQ,Female,0,1,1,56,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),99.75,5608.4,0,1.78125,56.224561403508766,5586.0,0,1,1,1,0,1,4,1,1,1,1,Loyal (4-6yr),2,0,1,5608.4,0.3266546151705922,3.061337429681683,300.27263610211855,5908.672636102118,High Value
6862-CQUMB,Male,0,0,0,37,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),96.1,3646.8,0,2.597297297297297,37.94797086368367,3555.7,0,1,0,0,1,1,3,1,1,1,1,Established (2-4yr),3,0,1,3646.8,0.5206979536587321,1.9204991933872757,182.33831874220013,3829.1383187422,High Value
7156-MXBJE,Female,0,0,0,43,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),85.1,3662.25,0,1.9790697674418605,43.034665099882496,3659.3,0,1,1,1,1,1,5,1,1,1,1,Established (2-4yr),2,0,1,3662.25,0.2295654646811936,4.3560559136747266,362.5713315188418,4024.821331518842,High Value
6158-HDPXZ,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.35,25.35,0,25.35,1.0,25.35,0,0,0,0,0,0,0,0,0,1,0,New (0-12m),3,0,0,25.35,0.7126943565574395,1.403126025622465,35.21642518611194,60.56642518611194,Low Value
9601-BRXPO,Female,0,1,0,25,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.95,2566.5,1,4.198,24.45450214387804,2623.75,0,0,1,1,1,1,4,1,1,1,1,Established (2-4yr),3,0,1,2566.5,0.6792755715006435,1.4721565767348554,152.9265606657698,2719.42656066577,Medium Value
2863-IMQDR,Female,0,0,0,61,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,89.65,5308.7,0,1.4696721311475411,59.21583937534857,5468.650000000001,1,1,1,1,1,1,6,1,1,1,1,Loyal (4-6yr),1,1,0,5308.7,0.11323202509403792,8.831423788186349,760.2564827175896,6068.956482717589,High Value
5686-CMAWK,Male,0,0,0,17,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,0,Electronic check,86.75,1410.25,0,5.102941176470588,16.256484149855908,1474.75,0,0,1,1,0,0,2,0,1,1,1,Developing (1-2yr),2,1,0,1410.25,0.41773391058984777,2.3938683804433833,204.76686705687464,1615.0168670568746,Medium Value
5651-CRHKQ,Female,0,1,0,41,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),86.2,3339.05,0,2.102439024390244,38.73607888631091,3534.2000000000003,0,1,1,1,0,0,3,1,1,1,1,Established (2-4yr),2,0,1,3339.05,0.21957165749431176,4.554321861991255,383.6598523660159,3722.709852366016,High Value
6905-NIQIN,Male,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,50.65,50.65,1,50.65,1.0,50.65,0,1,0,0,0,0,1,0,1,1,1,New (0-12m),3,0,0,50.65,0.7554362856806643,1.323738373381123,66.40411988114094,117.05411988114093,Low Value
8204-YJCLA,Male,1,1,1,72,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),64.8,4732.35,0,0.8999999999999999,73.0300925925926,4665.599999999999,1,1,1,1,1,1,6,1,0,1,0,Loyal (4-6yr),1,0,1,4732.35,0.061765873015872996,16.1901702537745,977.6289182428668,5709.978918242867,High Value
5167-ZFFMM,Male,0,0,0,1,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),90.85,90.85,1,90.85,1.0,90.85,0,1,0,0,0,1,2,0,1,1,1,New (0-12m),3,0,1,90.85,0.9260554907309936,1.0798488967552444,97.26130907254883,188.1113090725488,Low Value
6583-SZVGP,Male,0,0,0,48,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),108.1,5067.45,0,2.252083333333333,46.87742830712303,5188.799999999999,0,1,1,0,1,1,4,1,1,1,1,Established (2-4yr),1,0,1,5067.45,0.3748057809155925,2.6680484958293724,284.06451596047714,5351.514515960477,High Value
4895-TMWIR,Male,1,1,0,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,214.75,1,1.8136363636363635,10.764411027568922,219.45,0,0,0,0,0,0,0,0,1,0,0,New (0-12m),3,0,0,214.75,0.41186609130973545,2.4279736086551744,47.75463618615381,262.5046361861538,Low Value
0533-BNWKF,Female,1,1,0,55,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,85.45,4874.7,1,1.5536363636363637,57.047396138092445,4699.75,0,1,1,0,0,0,2,0,1,1,1,Loyal (4-6yr),3,1,0,4874.7,0.6741518001695824,1.4833454420034935,125.45290479107155,5000.152904791072,High Value
1708-PBBOA,Female,0,0,0,42,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Electronic check,54.75,2348.45,0,1.3035714285714286,42.89406392694064,2299.5,1,1,1,1,0,1,5,1,0,1,0,Established (2-4yr),2,1,0,2348.45,0.24741381679036475,4.041811459734709,216.71732400526562,2565.1673240052655,Medium Value
8782-LKFPK,Male,0,0,0,44,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,90.4,4063.0,0,2.0545454545454547,44.94469026548672,3977.6,0,0,1,0,0,1,2,0,1,1,1,Established (2-4yr),3,0,0,4063.0,0.5000389548190813,1.9998441928625523,178.55105640340366,4241.551056403404,High Value
5522-JBWMO,Male,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,0,44.0,1.0,44.0,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,44.0,0.669333545022497,1.4940234318696652,65.06047589845201,109.06047589845201,Low Value
3597-MVHJT,Female,0,0,0,27,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.6,2595.25,0,3.5407407407407407,27.146966527196653,2581.2,0,0,0,0,1,1,2,0,1,1,1,Established (2-4yr),3,0,1,2595.25,0.6434272636139152,1.5541772264720883,147.01356568179733,2742.2635656817974,Medium Value
9774-NRNAU,Male,1,1,0,27,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),84.8,2309.55,0,3.140740740740741,27.235259433962263,2289.6,0,1,1,1,1,1,5,1,1,1,1,Established (2-4yr),3,0,1,2309.55,0.2981271373077891,3.354273646573781,279.35757112346255,2588.9075711234627,Medium Value
0224-RLWWD,Female,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.3,89.3,0,22.15,2.015801354401806,88.6,0,0,0,0,0,0,0,0,1,1,1,New (0-12m),3,1,0,89.3,0.7084241743910282,1.4115836756412423,61.910707474136984,151.210707474137,Low Value
